,ADANIPORTS.NS,TECHM.NS,BRITANNIA.NS,TCS.NS,SUNPHARMA.NS,INFY.NS,HINDALCO.NS,DRREDDY.NS,HCLTECH.NS,HINDUNILVR.NS,TATASTEEL.NS,NTPC.NS,CIPLA.NS,ITC.NS,BPCL.NS,WIPRO.NS,JSWSTEEL.NS,GAIL.NS,DIVISLAB.NS,ULTRACEMCO.NS,NESTLEIND.NS,ASIANPAINT.NS,EICHERMOT.NS,IOC.NS,GRASIM.NS,BAJAJ-AUTO.NS,HDFC.NS,M&M.NS,UPL.NS,SHREECEM.NS,MARUTI.NS,TITAN.NS,BAJAJFINSV.NS,KOTAKBANK.NS,COALINDIA.NS,BHARTIARTL.NS,HEROMOTOCO.NS,LT.NS,ONGC.NS,SBIN.NS,RELIANCE.NS,BAJFINANCE.NS,AXISBANK.NS,HDFCBANK.NS,TATAMOTORS.NS,ICICIBANK.NS,POWERGRID.NS,INDUSINDBK.NS
NESTLEIND.NS,95151.56967569249,404138.2503247772,2640815.829890362,1661292.3189311973,-345972.26589693537,539010.1993020497,16179.936642083432,1700038.2379969337,369102.69693597255,1870875.3689189304,-51940.18457879423,-48663.32277588386,75953.91788420615,-75377.58150813355,-13658.332611265978,107677.44824983313,109656.93743659419,-35782.139336925924,2486997.163427114,774747.4309632697,15571414.525397439,1347337.061155103,-712497.489361188,-97929.38037419843,-184037.37673881213,262345.66261070507,992232.8568425135,-180515.10663044878,70965.9056464216,9318108.125796642,929488.4657509193,1100887.4126943762,6122998.361675881,1085048.5129010414,-229745.86058020106,235061.23770955356,-1143101.06170835,132912.9703223766,-121764.62627852718,-10793.076740008642,1725688.5487582297,4014346.190518781,109381.73224775327,743618.245946591,-496154.4448157494,283608.2422199938,-2013.109496047183,-703969.3784542617
ASIANPAINT.NS,11104.52672403605,39100.62475692737,233761.01436351644,153801.91685180386,-29363.194334481454,52642.59470450889,3547.4797384223884,164578.9199500351,37484.631703976214,162027.88450133504,664.1922623556324,-4019.531451629402,9520.711035038628,-5926.453436743419,1408.3696576640777,11717.171509595792,12257.983740063306,-2827.3658282786478,232951.2969767355,97576.79164152086,1347337.061155103,132623.56283512383,-38343.671146799985,-7509.687715524535,-7614.110482816297,38589.86168999067,96984.89965669153,-11716.116811911996,9102.3489682293,907964.6696778582,135334.27453237653,102220.23802271658,587187.5225365644,103053.5442030989,-20153.61876388872,19694.84935900086,-73176.70165459847,16446.402861545783,-10340.862325368766,685.6148286385085,158022.31661426398,384387.29784356966,12759.987068837103,71806.00557188672,-39600.618564867465,27154.39424585292,606.6326699625772,-51034.75264581276
EICHERMOT.NS,14833.717659116672,-12814.778742123317,-24881.192853825225,-62514.08392379002,2164.3593799584096,-27121.217835892134,16513.332636765612,-151494.1964192499,-7126.520342859296,-62541.33567158577,46361.6982454927,5413.993269942387,10249.733105716026,10205.791122909637,18262.3485700169,-2344.7835868239176,14945.123231230407,9348.851162592,-135438.67672962198,81538.66454728214,-712497.489361188,-38343.671146799985,220693.12177402157,14570.491577965726,77837.26180431149,58829.60485403419,8459.621872072423,39270.160239903504,10235.658798610739,2872.935378497495,530532.753353255,-21441.7125724278,2884.17924224867,-18628.886302557057,11027.054862870682,-3459.561257239222,210136.8563304297,32900.39344163112,10327.969851439217,8650.020476042404,-42758.91327913628,-96155.26125986177,-2324.306955781185,1755.564062512612,33643.09951785359,-7899.697406934433,5933.994597306727,133645.16999700453
IOC.NS,1047.0711457199466,-2326.128019422093,-11122.949272558426,-10011.422587194198,-52.942512274123224,-4489.890914420503,1215.3233904854592,-22014.657124629597,-2315.871395415537,-9588.528301923101,3317.1309850799707,643.4844043217737,-478.4376584990241,1251.5085356163768,1778.4324566159567,-646.9881480288572,478.1424366675238,945.5187985647082,-21454.80301837471,5038.178800724657,-97929.38037419843,-7509.687715524535,14570.491577965726,1676.2822039261378,5825.350222268458,3505.284474647024,-789.7802756991812,2224.5474413770035,1619.7240666715152,-16020.05414564024,33365.574765399855,-3975.0587036177894,-5713.5588041438505,-3692.7407024768554,1514.77723213492,-1182.9786662128072,14561.341852048752,3754.687106101234,1312.893524563502,1233.1861661082291,-9445.813490734892,-15975.157815009472,617.4113884744672,-1411.6072829097943,3533.0731799091604,-925.0630441566573,603.3077567807636,13306.751948793617
GRASIM.NS,8617.636653041913,703.6164462118757,12908.06946443181,-6865.706039772973,-5376.688797650832,-6920.084635055345,7942.5517752829555,-74932.20431205093,-1071.952481786551,-6628.2770283060145,21860.005681444916,2381.4364070667643,2736.113564650912,4700.085253217662,6845.771260804505,736.7597700518835,8429.915717541564,4765.862103178571,-44226.853903502815,49850.87822097942,-184037.37673881213,-7614.110482816297,77837.26180431149,5825.350222268458,36524.23667034307,27363.761899999667,21039.1965486798,14756.51777226229,7616.439326485081,91970.68869838589,246896.4070702522,8081.157753424786,98300.36459670622,6186.840645770017,3293.5679665883335,-216.90267805937316,70238.03470385156,24861.806687379107,3958.845067085326,5490.839071997667,-4975.064972244976,7715.593304303921,5157.720427350738,11863.466801853829,7417.0835849917075,874.108945475416,2798.6072214579763,63230.08471256293
BAJAJ-AUTO.NS,11671.918257460238,12971.94094771383,78786.81220975336,38250.42560015745,-11943.195067344082,10117.20734628756,8736.024878983168,9742.311282291805,12382.825790908446,38958.86054217685,18913.740560242924,1064.7305432163105,5654.248090368092,2023.5676451707568,12304.297127147305,4779.485794853933,9237.877691518377,2856.9467003596833,41814.67454901739,90543.26041881165,262345.66261070507,38589.86168999067,58829.60485403419,3505.284474647024,27363.761899999667,65641.1282414196,50671.88741383586,6788.5549037596975,13701.934154513632,485902.66996484104,253484.45332965456,39154.67799612646,297362.0070786327,38742.80338793184,-2796.247183164132,8501.21864250519,47130.3288857451,27100.755577319065,1047.8380598754823,6581.158461081129,50589.77946317862,141408.98689364133,12178.714112266985,33927.361460112275,-212.16424498537472,11710.15716111567,2931.9004458496956,34534.77157104705
HDFC.NS,18010.83418125616,39325.17764260759,214049.8837290336,133595.72281771674,-37826.189288665526,35452.162880805656,9970.706215071212,10004.284363670684,26084.070844358357,141633.85095695054,17788.60409763839,-761.1846352630939,738.6432243477607,1437.7361547455835,6006.084971138212,10080.464786214123,17941.150161552338,3297.289162134814,127550.08411720608,124204.8753170694,992232.8568425135,96984.89965669153,8459.621872072423,-789.7802756991812,21039.1965486798,50671.88741383586,123287.88952022328,76.79119516304704,20283.530343704166,848629.1997994421,322288.23127666325,105496.36214685254,718387.2086577995,106815.37794545395,-12998.409366205364,12634.653333508477,-39788.18194719393,54539.839244040864,-4145.4143520042035,9734.981525048972,122966.4329676378,377987.39411359164,27452.63762803959,80786.09981194191,-34313.50639702214,29040.553645930613,3437.531637847606,37663.87546361793
M&M.NS,2064.810778960829,1312.7874400531612,-801.2370297335857,-5452.517184331824,3793.9338969938203,-2499.919332554447,3021.585894441449,-35402.80572077176,-1656.0582458124877,-14657.043329922259,9100.643688172871,1204.3435829784355,2623.9645133866366,2912.2556239864516,411.16798680931726,9.543484518997095,4546.454618795482,2619.735587123285,-28148.007671276584,11109.767636637416,-180515.10663044878,-11716.116811911996,39270.160239903504,2224.5474413770035,14756.51777226229,6788.5549037596975,76.79119516304704,14292.726204288361,404.696962356277,-83415.54357922776,104798.66324178396,-4392.262372892602,-13390.715256900812,-4718.071963664793,3808.1885563531205,-3860.398841280033,42064.35896075405,10148.155271605825,2482.5710048106894,1632.1823356234609,-11142.243979800705,-24790.356167026497,1684.6789731911472,-364.6440285329379,6094.942512818537,-2753.66540388361,752.680001587077,35103.02661335437
UPL.NS,4127.252546274814,4618.148622041445,23631.413936210123,13769.19402579022,-7703.1778399945515,1920.820090753611,2730.217387814982,-15787.913113898469,2350.503412349807,13991.813367052779,5112.434866656836,544.0216554256754,-1110.0128526864262,1772.2110991134957,3224.5596002296434,1479.2073632793963,2837.3360727020336,1346.5448462393488,1981.981983556496,29346.133601932517,70965.9056464216,9102.3489682293,10235.658798610739,1619.7240666715152,7616.439326485081,13701.934154513632,20283.530343704166,404.696962356277,8030.828818584416,156707.87713546032,69035.50481188609,15099.890694868016,125094.80335978963,14491.519672803683,-985.1811401022395,493.6062559948475,4843.31825429632,14112.619381223394,644.2373493780121,3381.1696119862095,13768.909975277318,53294.63509445748,7122.767465993707,12813.84332678579,-2394.1759819471217,4662.63025541949,1340.7795699029227,17525.343518623824
SHREECEM.NS,126110.54498282718,232379.31112219198,1644412.769402012,1009289.6853862626,-267848.7737096952,299892.4661975141,61416.73358938129,884435.2394678883,244399.61635734997,1128095.6369801057,84961.92363757666,-15224.180891080909,58003.5187518061,-19092.764526099425,82489.6401083284,76277.96956446524,99035.05304642726,-4494.939814663086,1409049.6363627948,1167217.7297694238,9318108.125796642,907964.6696778582,2872.935378497495,-16020.05414564024,91970.68869838589,485902.66996484104,848629.1997994421,-83415.54357922776,156707.87713546032,9473662.10453013,1753784.9937479347,763515.7524250365,5138489.156817322,791589.9229429238,-136102.4221128388,181222.64671238314,-298276.2106515003,243184.68973889944,-53499.641831415865,51564.75981738411,1110170.6249880912,2938259.341276755,143277.97135015088,579516.2634519112,-227382.97666777752,222355.7254862002,25459.44991304005,-164001.13814435128
