Date,Close,log_ret
2016-01-05,7784.64990234375,0.9991464964113241
2016-01-06,7741.0,0.9943928239687942
2016-01-07,7568.2998046875,0.977690195670779
2016-01-08,7601.35009765625,1.0043669375978315
2016-01-11,7563.85009765625,0.9950666658530092
2016-01-12,7510.2998046875,0.9929202334423123
2016-01-13,7562.39990234375,1.0069371528449147
2016-01-14,7536.7998046875,0.996614818313388
2016-01-15,7437.7998046875,0.9868644514163124
2016-01-18,7351.0,0.9883299084451297
2016-01-19,7435.10009765625,1.0114406336085227
2016-01-20,7309.2998046875,0.9830802152874303
2016-01-21,7276.7998046875,0.9955536096659823
2016-01-22,7422.4501953125,1.0200157204450198
2016-01-25,7436.14990234375,1.0018457122204607
2016-01-27,7437.75,1.0002151782410607
2016-01-28,7424.64990234375,0.9982387015352425
2016-01-29,7563.5498046875,1.0187079396565086
2016-02-01,7555.9501953125,0.9989952324541725
2016-02-02,7455.5498046875,0.9867124070395162
2016-02-03,7361.7998046875,0.9874254746523111
2016-02-04,7404.0,1.0057323204151287
2016-02-05,7489.10009765625,1.0114938003317464
2016-02-08,7387.25,0.9864002221457656
2016-02-09,7298.2001953125,0.9879454729855495
2016-02-10,7215.7001953125,0.9886958431130749
2016-02-11,6976.35009765625,0.9668292624170087
2016-02-12,6980.9501953125,1.000659384576728
2016-02-15,7162.9501953125,1.026070949499426
2016-02-16,7048.25,0.983987017613558
2016-02-17,7108.4501953125,1.0085411549409429
2016-02-18,7191.75,1.0117184199647948
2016-02-19,7210.75,1.0026419160844022
2016-02-22,7234.5498046875,1.0033006004489824
2016-02-23,7109.5498046875,0.9827217997837255
2016-02-24,7018.7001953125,0.9872214680435742
2016-02-25,6970.60009765625,0.9931468653286581
2016-02-26,7029.75,1.008485625558069
2016-02-29,6987.0498046875,0.9939257875013336
2016-03-01,7222.2998046875,1.0336694322462356
2016-03-02,7368.85009765625,1.0202913610528372
2016-03-03,7475.60009765625,1.014486656477644
2016-03-04,7485.35009765625,1.0013042431206367
2016-03-08,7485.2998046875,0.9999932811467608
2016-03-09,7531.7998046875,1.006212176026788
