,ADANIPORTS.NS,TECHM.NS,BRITANNIA.NS,TCS.NS,SUNPHARMA.NS,INFY.NS,HINDALCO.NS,DRREDDY.NS,HCLTECH.NS,HINDUNILVR.NS,TATASTEEL.NS,NTPC.NS,CIPLA.NS,ITC.NS,BPCL.NS,WIPRO.NS,JSWSTEEL.NS,GAIL.NS,DIVISLAB.NS,ULTRACEMCO.NS,NESTLEIND.NS,ASIANPAINT.NS,EICHERMOT.NS,IOC.NS,GRASIM.NS,BAJAJ-AUTO.NS,HDFC.NS,M&M.NS,UPL.NS,SHREECEM.NS,MARUTI.NS,TITAN.NS,BAJAJFINSV.NS,KOTAKBANK.NS,COALINDIA.NS,BHARTIARTL.NS,HEROMOTOCO.NS,LT.NS,ONGC.NS,SBIN.NS,RELIANCE.NS,BAJFINANCE.NS,AXISBANK.NS,HDFCBANK.NS,TATAMOTORS.NS,ICICIBANK.NS,POWERGRID.NS,INDUSINDBK.NS
1,-0.10285113575247416,0.004030012356016421,-0.028565072993614132,-0.007810511117355534,-0.026590326268642397,-0.03869422812800681,-0.09896821493598579,-0.03199990183685528,-0.020906269146531157,-0.056063663739069146,-0.014871425550260381,-0.03485644943431459,-0.05166681059392688,-0.04320875051918085,0.008335242731587072,-0.001170015959160993,0.013683949722420744,0.009293940682846492,-0.028620790950834217,-0.04297849096207625,-0.026732036894034354,-0.004733832060601477,-0.007477133382099687,0.030800760245046403,-0.05231755338740643,-0.0581096263240441,-0.06912336650000878,-0.05469524476499843,-0.03442471173312931,-0.020465349730650378,-0.0958007603974156,-0.011570696516526565,0.008332950824014636,-0.045214612391965156,-0.0395380257253444,-0.050135827982134326,-0.07592963202422381,-0.0892703547311037,-0.05227472927734349,-0.08637309012101764,0.010190695744541569,0.03524034760817148,-0.08388421930641368,-0.024546836786250435,-0.12874420185835367,-0.07069095357304243,0.004599292809647403,-0.017583778300649316
2,-0.09723103422891015,-0.017779185740013994,-0.01809314534490377,-0.00306004090064823,-0.021311681279476028,-0.021738018442201478,-0.03593198963840109,-0.04159263388214137,-0.03782447210882181,-0.05657651100130005,-0.020648223564205922,-0.01193694338410739,-0.05671669809435676,-0.028230882771164638,-0.0038201619384360683,-0.036986572160096584,-0.02427037930518778,0.026062111995985876,-0.04464546529455938,-0.008162959055361902,-0.03601231378519038,-0.007921863275577925,-0.014752210651333631,0.03784419024502716,-0.009656863412378052,-0.05073503343042835,-0.046386873557782704,-0.0664666237030715,-0.020842687841037533,-0.013408584190397314,-0.06966518075835058,-0.01823585969481901,-0.008250309671796187,-0.006329377632426817,-0.04411455659920303,-0.01744109563054931,-0.05147691528741034,-0.06802980132996798,-0.054162824297392415,-0.0772147826738549,0.055023882652272316,0.041070128023950894,-0.04956596932551299,-0.011178571668444772,-0.04571830564210848,-0.06507177972432607,0.016186159686077936,0.0027258765389607006
3,-0.07489043287218845,-0.028176410292383273,-0.00897261786253135,-0.00935844418298355,-0.015548074387802133,-0.022694097916736454,-0.08855339905191824,-0.049193222731191776,-0.039633708359185116,-0.033883251634285565,-0.10990908148969548,0.020523218982064467,-0.046962176480006675,-0.030316337687903875,-0.013942612290413981,-0.014469380324161665,-0.06710851696362292,-0.017342340159711638,-0.0420027486817325,-0.023321002442472212,-0.040096308452326174,-0.03129572226651096,-0.005440173528210851,-0.00600016805706164,-0.0303670167338637,-0.06522210974645921,-0.048755064776893904,-0.05537997364658923,-0.024180472788030906,-0.0486459151431689,-0.0674660210276346,-0.002303537740505392,0.00589216511900779,-0.022504968374339462,-0.03054144511316435,-0.02520513888574068,-0.058887457088407015,-0.06385414546339563,-0.08856821532811487,-0.08803478881428084,0.03931055963580149,0.03456662151930199,-0.07207439942842964,-0.014649394102398355,-0.05334052581985627,-0.08090615115499776,0.025542404427071154,-0.02380420755286364
4,-0.08968665069921791,-0.040119923096610194,-0.03267656063029698,-0.0439480889457005,0.0058543661773913565,0.013053302357471912,-0.04897647892451332,-0.05232617501623883,-0.017988252824321888,-0.012292776670595133,-0.08601346774013922,0.01959883619642188,-0.06895445699258707,0.002059119278668851,-0.018141234730765753,-0.015613888032119319,-0.0528761494017915,-0.026643978734459846,-0.04749615685678459,-0.018802487551386984,-0.03892424544450261,-0.020343203042521768,-0.026739338675877987,-0.02618418526878138,-0.034937639055759404,-0.047710502301437065,-0.03504851731205831,-0.017358098666614037,-0.07552294714387224,-0.08299402934040578,-0.04322349253496333,0.006018952101712124,0.024912089305771733,-0.02075098859783362,-0.0328610051190755,-0.04312574179550658,-0.0413764763249572,-0.06695347840871113,-0.062312009183505886,-0.07639865698760655,0.0423476906091436,-0.0048255792241902,-0.05733597747436255,-0.006534235186195323,-0.003559176359462505,-0.04331024303538553,0.024080440962604744,-0.00803044988390098
5,-0.07279014613499113,0.0062451651946495036,-0.016755566267221165,-0.03976401090357847,0.010218078914693526,0.0753171567490503,-0.025769573939666345,-0.026005409476419116,0.00459519265222092,0.008497774960510534,-0.0456437806208195,0.038073325291156646,-0.03699247343548506,0.02440899445022195,0.02804409918154835,-0.008401128286949318,-0.02256476542729338,-0.03584513800442484,-0.0356793641627229,-0.01545026572641192,-0.00405155422163932,0.019356413987266875,-0.0027980652963912546,-0.014021609023564433,-0.016439031079984477,-0.023758379306706174,-0.017231769911588233,-0.007460137149801472,-0.04621317957572461,-0.07430278772937184,-0.004614746673299209,-0.0068537653224327606,0.011274761871072798,-0.010976012540018603,-0.024030301784445908,-0.043105194437332704,-0.03330516549499185,-0.061317397825683934,-0.014898633930127372,-0.0665926446299052,0.04666133811572253,-0.004990862501520198,-0.04664218218266581,-0.006125474478530003,0.030811351472437437,-0.04560379604130493,0.03381706679193367,-0.009226659757087377
6,-0.10081408865989318,-0.0030690282118504366,-0.01498270018373004,-0.058616814026046155,-0.008917116892880486,0.06956323508210992,-0.06862137779620829,-0.025158576680757085,0.011642009095851637,-0.006938849066868974,-0.0989822843852057,-0.02247050747620347,-0.02152017845790842,0.0007983048118730806,0.031592400715914404,-0.023112639441775423,-0.06826244140265766,-0.10545363949624335,-0.047679845820429764,-0.032688788554559554,-0.00620640168126178,0.0053026602898185796,-0.059786909385681784,-0.0461516985518885,-0.020341412477939497,-0.02286187067990363,-0.021169342992977604,-0.017514803794267616,-0.08610374334406462,-0.12917431632901666,0.013807808111428647,-0.03553782988826282,-0.04860273143542403,-0.02845453618656129,-0.007973209861730368,-0.05636981728748285,-0.025177196630603277,-0.062285582282446524,-0.04760465201933143,-0.12553009305429824,0.04531400765863695,-0.055214240643714746,-0.1002170796745922,-0.01919750206615282,-0.03469726426376814,-0.08781274454441888,-0.018166040379802413,-0.02729485546178214
7,-0.06509411144524668,0.01971379642808027,-0.0541947323979062,-0.03652139283274566,0.003445654488683708,0.06969365046371902,-0.08993319690820276,-0.019496380355016926,0.03355977732298566,-0.0022198785454691987,-0.06462857154042073,-0.05069579391764184,-0.0316403054681987,-0.0020571627458904787,0.009581793747086816,0.017884763900002768,-0.028550582934128026,-0.08428535064856704,-0.029629723222513123,-0.03193324439420501,-0.006097999226981661,-0.02731949423826452,-0.10895640999815374,-0.0604976269018419,-0.03400648188902723,-0.04798773362471144,-0.025946033253583144,0.002620037000239435,-0.09084841975510996,-0.11735582489616908,-0.008509020292584431,-0.03180008270698551,-0.05908533604929579,-0.048904246376005746,-0.016273511505153816,-0.06729300176768961,-0.028295715865978975,-0.07961928722161961,-0.050476804403457594,-0.12109248549538058,-0.033603201104033226,-0.13620351416456866,-0.1114512507037647,-0.03142574394793989,-0.05712575078776086,-0.07072632216472066,-0.03625134840577636,-0.04102220183695989
8,-0.018719941849430655,0.010001075876383898,-0.0730776826947217,-0.02073729373326745,0.007269081434162717,0.08197872166263247,-0.050875671713876365,-0.002654679358217217,0.03422042625938954,-0.011348770530831094,-0.03204531826408977,-0.07172682966823912,-0.022158863515365355,-0.0034949230177467065,0.006326047576560804,-0.012652690760017656,-0.014169779004251844,-0.06463558476997691,-0.027270319692671713,-0.011810863985369508,-0.00203342583956977,-0.03183374095131533,-0.07561994846094099,-0.058496206681608494,-0.0076213467875521175,-0.03385965236212445,0.0009979170199194989,-0.02518983780401387,-0.08072078391622892,-0.0737254293768303,-0.016735678976846774,-0.022446596475793813,-0.05713134249407519,-0.0342504083028674,-0.022886471682933163,-0.01629955576641643,0.006303090627949933,-0.0488351088269189,-0.015254709168639075,-0.08609995213394536,-0.0017711171435721474,-0.09521518306917644,-0.03278983785257865,-0.010707006469589383,-0.002397254510051204,-0.034371589409262465,-0.04880769990528837,-0.018567133016875795
9,-0.04805196300879135,0.005042252538101089,-0.08079738820574292,0.00039486170527517126,-0.005033990145879077,0.03433986761453693,-0.12629370810822713,-0.00723824454556408,0.018582323994287234,-0.046328486669173795,-0.06103039878580486,-0.08722618247445352,-0.025796070700304166,-0.021769714454171626,-0.011674108631754417,-0.00725777755464313,0.019876853174925404,-0.06901599074282859,-0.022615377484785378,-0.025161717968121413,-0.0028306487487795022,-0.033006697823117645,-0.0935482391446736,-0.08552217095657394,-0.014523182241223764,-0.039311804618446,-0.026907841632034326,-0.046107196662078714,-0.09605221282870097,-0.08137106547288007,-0.05565375834361923,-0.026347806302219553,-0.07045126911433938,-0.03921200539702729,-0.06225096501974962,0.003234569902280961,0.005965133553404951,-0.035773834939762106,-0.04536864700000151,-0.14576549739831854,-0.06950042214643436,-0.07487328963211219,-0.0481019471644527,-0.040275872367472244,-0.0632594148163104,-0.06512201357900499,-0.05946626829516389,-0.06936289595906558
10,-0.028948803562592676,-0.01302215269988575,-0.10082305308814621,-0.01072079117222311,-0.023898838607225203,0.0035682500722435265,-0.08957024002684279,-0.055690381689274565,0.007691912821335869,-0.06447005491087163,-0.013281014989953365,-0.07389334041044372,-0.057024343143885846,-0.03479704524203077,-0.037931646036034994,0.010126182524236879,0.02158997886772509,-0.048859882004674324,-0.027502433824110245,0.02565038125913555,-0.03373483114009393,-0.05186156320710229,-0.08830515231381117,-0.09447222277809822,-0.013507577092938663,-0.038620669686334694,-0.024625827842001024,-0.04284689989738962,-0.053732764978661404,-0.06773017344806115,-0.0876610658181502,0.00496273584393972,-0.05383778594622991,-0.03457722181870549,-0.10043857668447738,0.0017798128925733355,0.013184167920174942,-0.028562512349669698,-0.07412293272172224,-0.11016102834548518,-0.0757504627892642,-0.0565138514109856,0.04639778798726195,-0.025812553612676214,-0.07545498122786597,-0.040910789968144595,-0.07747926707034197,-0.04871380325210512
